Study,UniqueID,Authors,GPS,GPS/elevation,taxon,species,measure,cushion species,elevation,actual elevation,Rii,Var Rii,n
13,602,"Yang et al., 2010","28ᵒ20'N,99ᵒ05'E","28ᵒ20'419""N, 99ᵒ05'164""E",plant,Meconopsis horridula,presence,Arenaria polytrichoides,low,4500,-1,,
13,603,"Yang et al., 2010","28ᵒ20'N,99ᵒ05'E","28ᵒ20'419""N, 99ᵒ05'164""E",plant,Oxygraphis glacialis,presence,Arenaria polytrichoides,low,4500,0,,
13,604,"Yang et al., 2010","28ᵒ20'N,99ᵒ05'E","28ᵒ20'419""N, 99ᵒ05'164""E",plant,Pedicularis roylei,presence,Arenaria polytrichoides,low,4500,-0.111111111,,
13,605,"Yang et al., 2010","28ᵒ20'N,99ᵒ05'E","28ᵒ20'419""N, 99ᵒ05'164""E",plant,Pedicularis trichoglossa,presence,Arenaria polytrichoides,low,4500,-1,,
13,606,"Yang et al., 2010","28ᵒ20'N,99ᵒ05'E","28ᵒ20'419""N, 99ᵒ05'164""E",plant,Pleurospermum amabile,presence,Arenaria polytrichoides,low,4500,-0.466666667,,
13,607,"Yang et al., 2010","28ᵒ20'N,99ᵒ05'E","28ᵒ20'419""N, 99ᵒ05'164""E",plant,Polygonum macrophyllum,presence,Arenaria polytrichoides,low,4500,0.31147541,,
13,608,"Yang et al., 2010","28ᵒ20'N,99ᵒ05'E","28ᵒ20'419""N, 99ᵒ05'164""E",plant,potentilla arbuscula,presence,Arenaria polytrichoides,low,4500,-0.666666667,,
13,609,"Yang et al., 2010","28ᵒ20'N,99ᵒ05'E","28ᵒ20'419""N, 99ᵒ05'164""E",plant,Potentilla eriocarpa,presence,Arenaria polytrichoides,low,4500,-1,,
13,610,"Yang et al., 2010","28ᵒ20'N,99ᵒ05'E","28ᵒ20'419""N, 99ᵒ05'164""E",plant,potentilla hypargyrea,presence,Arenaria polytrichoides,low,4500,-0.007518797,,
13,611,"Yang et al., 2010","28ᵒ20'N,99ᵒ05'E","28ᵒ20'419""N, 99ᵒ05'164""E",plant,Primula sinopurpurea,presence,Arenaria polytrichoides,low,4500,1,,
13,612,"Yang et al., 2010","28ᵒ20'N,99ᵒ05'E","28ᵒ20'419""N, 99ᵒ05'164""E",plant,Pyrethrum tatsienense,presence,Arenaria polytrichoides,low,4500,0.4,,
13,613,"Yang et al., 2010","28ᵒ20'N,99ᵒ05'E","28ᵒ20'419""N, 99ᵒ05'164""E",plant,Rheum delavayi,presence,Arenaria polytrichoides,low,4500,-0.153846154,,
13,614,"Yang et al., 2010","28ᵒ20'N,99ᵒ05'E","28ᵒ20'419""N, 99ᵒ05'164""E",plant,Rhodiola nobilis,presence,Arenaria polytrichoides,low,4500,0.925925926,,
13,615,"Yang et al., 2010","28ᵒ20'N,99ᵒ05'E","28ᵒ20'419""N, 99ᵒ05'164""E",plant,Rhododendron tapetiforme,presence,Arenaria polytrichoides,low,4500,-0.142857143,,
13,616,"Yang et al., 2010","28ᵒ20'N,99ᵒ05'E","28ᵒ20'419""N, 99ᵒ05'164""E",plant,Saussurea stoliczkae,presence,Arenaria polytrichoides,low,4500,0.587096774,,
13,617,"Yang et al., 2010","28ᵒ20'N,99ᵒ05'E","28ᵒ20'419""N, 99ᵒ05'164""E",plant,Saussurea superba,presence,Arenaria polytrichoides,low,4500,-0.333333333,,
13,618,"Yang et al., 2010","28ᵒ20'N,99ᵒ05'E","28ᵒ20'419""N, 99ᵒ05'164""E",plant,Saxifraga aristulata,presence,Arenaria polytrichoides,low,4500,-0.647058824,,
13,619,"Yang et al., 2010","28ᵒ20'N,99ᵒ05'E","28ᵒ20'419""N, 99ᵒ05'164""E",plant,Saxifraga melanocentra,presence,Arenaria polytrichoides,low,4500,-0.666666667,,
13,620,"Yang et al., 2010","28ᵒ20'N,99ᵒ05'E","28ᵒ20'419""N, 99ᵒ05'164""E",plant,Saxifraga moorcroftiana,presence,Arenaria polytrichoides,low,4500,-0.906976744,,
13,621,"Yang et al., 2010","28ᵒ20'N,99ᵒ05'E","28ᵒ20'419""N, 99ᵒ05'164""E",plant,Saxifraga wardii,presence,Arenaria polytrichoides,low,4500,-1,,
13,622,"Yang et al., 2010","28ᵒ20'N,99ᵒ05'E","28ᵒ20'419""N, 99ᵒ05'164""E",plant,Sibbaldia cuneata,presence,Arenaria polytrichoides,low,4500,0,,
13,623,"Yang et al., 2010","28ᵒ20'N,99ᵒ05'E","28ᵒ20'419""N, 99ᵒ05'164""E",plant,Solms-Laubachia,presence,Arenaria polytrichoides,low,4500,-0.636363636,,
13,624,"Yang et al., 2010","28ᵒ20'N,99ᵒ05'E","28ᵒ20'419""N, 99ᵒ05'164""E",plant,Trollius farreri,presence,Arenaria polytrichoides,low,4500,-1,,
13,625,"Yang et al., 2010","28ᵒ20'N,99ᵒ05'E","28ᵒ20'419""N, 99ᵒ05'164""E",plant,Viola delavayi,presence,Arenaria polytrichoides,low,4500,-1,,
13,626,"Yang et al., 2010","28ᵒ20'N,99ᵒ05'E","28ᵒ20'419""N, 99ᵒ05'164""E",plant,Ajanja khartensis,presence,Arenaria polytrichoides,high,4700,-1,,
13,627,"Yang et al., 2010","28ᵒ20'N,99ᵒ05'E","28ᵒ20'419""N, 99ᵒ05'164""E",plant,Anaphalis nepalensis,presence,Arenaria polytrichoides,high,4700,0.375,,
13,628,"Yang et al., 2010","28ᵒ20'N,99ᵒ05'E","28ᵒ20'419""N, 99ᵒ05'164""E",plant,Arenaria barbata,presence,Arenaria polytrichoides,high,4700,-0.238095238,,
13,629,"Yang et al., 2010","28ᵒ20'N,99ᵒ05'E","28ᵒ20'419""N, 99ᵒ05'164""E",plant,Arenaria trichophora,presence,Arenaria polytrichoides,high,4700,-1,,
13,630,"Yang et al., 2010","28ᵒ20'N,99ᵒ05'E","28ᵒ20'419""N, 99ᵒ05'164""E",plant,Carex atrata,presence,Arenaria polytrichoides,high,4700,0.786885246,,
13,631,"Yang et al., 2010","28ᵒ20'N,99ᵒ05'E","28ᵒ20'419""N, 99ᵒ05'164""E",plant,Chrysosplenium griffithii,presence,Arenaria polytrichoides,high,4700,0,,
13,632,"Yang et al., 2010","28ᵒ20'N,99ᵒ05'E","28ᵒ20'419""N, 99ᵒ05'164""E",plant,Corydalis adrenii,presence,Arenaria polytrichoides,high,4700,-1,,
13,633,"Yang et al., 2010","28ᵒ20'N,99ᵒ05'E","28ᵒ20'419""N, 99ᵒ05'164""E",plant,Cremanthodium humile,presence,Arenaria polytrichoides,high,4700,-0.857142857,,
13,634,"Yang et al., 2010","28ᵒ20'N,99ᵒ05'E","28ᵒ20'419""N, 99ᵒ05'164""E",plant,Draba alpina,presence,Arenaria polytrichoides,high,4700,-0.846153846,,
13,635,"Yang et al., 2010","28ᵒ20'N,99ᵒ05'E","28ᵒ20'419""N, 99ᵒ05'164""E",plant,Eriophyton wallichii,presence,Arenaria polytrichoides,high,4700,-0.875,,
13,636,"Yang et al., 2010","28ᵒ20'N,99ᵒ05'E","28ᵒ20'419""N, 99ᵒ05'164""E",plant,Gentiana atuntsiensis,presence,Arenaria polytrichoides,high,4700,0.6,,
13,637,"Yang et al., 2010","28ᵒ20'N,99ᵒ05'E","28ᵒ20'419""N, 99ᵒ05'164""E",plant,Gentiana ludlowii,presence,Arenaria polytrichoides,high,4700,-1,,
13,638,"Yang et al., 2010","28ᵒ20'N,99ᵒ05'E","28ᵒ20'419""N, 99ᵒ05'164""E",plant,Juncus leucomelas,presence,Arenaria polytrichoides,high,4700,-0.9,,
13,639,"Yang et al., 2010","28ᵒ20'N,99ᵒ05'E","28ᵒ20'419""N, 99ᵒ05'164""E",plant,Lagotis praecox,presence,Arenaria polytrichoides,high,4700,-1,,
13,640,"Yang et al., 2010","28ᵒ20'N,99ᵒ05'E","28ᵒ20'419""N, 99ᵒ05'164""E",plant,Meconopsis horridula,presence,Arenaria polytrichoides,high,4700,0.625,,
13,641,"Yang et al., 2010","28ᵒ20'N,99ᵒ05'E","28ᵒ20'419""N, 99ᵒ05'164""E",plant,Pedicularis roylei,presence,Arenaria polytrichoides,high,4700,-0.333333333,,
13,642,"Yang et al., 2010","28ᵒ20'N,99ᵒ05'E","28ᵒ20'419""N, 99ᵒ05'164""E",plant,Pleurospermum amabile,presence,Arenaria polytrichoides,high,4700,-0.360824742,,
13,643,"Yang et al., 2010","28ᵒ20'N,99ᵒ05'E","28ᵒ20'419""N, 99ᵒ05'164""E",plant,Pleurospermum nanum,presence,Arenaria polytrichoides,high,4700,0.6,,
13,644,"Yang et al., 2010","28ᵒ20'N,99ᵒ05'E","28ᵒ20'419""N, 99ᵒ05'164""E",plant,Polygonum macrophyllum,presence,Arenaria polytrichoides,high,4700,0.755102041,,
13,645,"Yang et al., 2010","28ᵒ20'N,99ᵒ05'E","28ᵒ20'419""N, 99ᵒ05'164""E",plant,potentilla arbuscula,presence,Arenaria polytrichoides,high,4700,1,,
13,646,"Yang et al., 2010","28ᵒ20'N,99ᵒ05'E","28ᵒ20'419""N, 99ᵒ05'164""E",plant,potentilla hypargyrea,presence,Arenaria polytrichoides,high,4700,0.826086957,,
13,647,"Yang et al., 2010","28ᵒ20'N,99ᵒ05'E","28ᵒ20'419""N, 99ᵒ05'164""E",plant,Ranunculus dongregensis,presence,Arenaria polytrichoides,high,4700,-1,,
13,648,"Yang et al., 2010","28ᵒ20'N,99ᵒ05'E","28ᵒ20'419""N, 99ᵒ05'164""E",plant,Rhodiola fastigiata,presence,Arenaria polytrichoides,high,4700,1,,
13,649,"Yang et al., 2010","28ᵒ20'N,99ᵒ05'E","28ᵒ20'419""N, 99ᵒ05'164""E",plant,Rhodiola nobilis,presence,Arenaria polytrichoides,high,4700,-0.666666667,,
13,650,"Yang et al., 2010","28ᵒ20'N,99ᵒ05'E","28ᵒ20'419""N, 99ᵒ05'164""E",plant,Rhododendron tapetiforme,presence,Arenaria polytrichoides,high,4700,0.733333333,,
13,651,"Yang et al., 2010","28ᵒ20'N,99ᵒ05'E","28ᵒ20'419""N, 99ᵒ05'164""E",plant,Saussurea quercifolia,presence,Arenaria polytrichoides,high,4700,-1,,
13,652,"Yang et al., 2010","28ᵒ20'N,99ᵒ05'E","28ᵒ20'419""N, 99ᵒ05'164""E",plant,Saussurea stoliczkae,presence,Arenaria polytrichoides,high,4700,1,,
13,653,"Yang et al., 2010","28ᵒ20'N,99ᵒ05'E","28ᵒ20'419""N, 99ᵒ05'164""E",plant,Saussurea velutina,presence,Arenaria polytrichoides,high,4700,1,,
13,654,"Yang et al., 2010","28ᵒ20'N,99ᵒ05'E","28ᵒ20'419""N, 99ᵒ05'164""E",plant,Saxifraga aristulata,presence,Arenaria polytrichoides,high,4700,0.518987342,,
13,655,"Yang et al., 2010","28ᵒ20'N,99ᵒ05'E","28ᵒ20'419""N, 99ᵒ05'164""E",plant,Saxifraga flagellaris,presence,Arenaria polytrichoides,high,4700,-1,,
13,656,"Yang et al., 2010","28ᵒ20'N,99ᵒ05'E","28ᵒ20'419""N, 99ᵒ05'164""E",plant,Saxifraga melanocentra,presence,Arenaria polytrichoides,high,4700,0.454545455,,
13,657,"Yang et al., 2010","28ᵒ20'N,99ᵒ05'E","28ᵒ20'419""N, 99ᵒ05'164""E",plant,Saxifraga moorcroftiana,presence,Arenaria polytrichoides,high,4700,0.935483871,,
13,658,"Yang et al., 2010","28ᵒ20'N,99ᵒ05'E","28ᵒ20'419""N, 99ᵒ05'164""E",plant,Saxifraga wardii,presence,Arenaria polytrichoides,high,4700,0.8,,
13,659,"Yang et al., 2010","28ᵒ20'N,99ᵒ05'E","28ᵒ20'419""N, 99ᵒ05'164""E",plant,Trollius farreri,presence,Arenaria polytrichoides,high,4700,1,,
14,660,"Le Roux and McGeoch, 2010","46ᵒ54'S, 37ᵒ45'E",-46.867°S 37.839°E,plant,many,abundance,Azorella selago,low,50-465,0.639816233,,
14,661,"Le Roux and McGeoch, 2010","46ᵒ54'S, 37ᵒ45'E",-46.867°S 37.839°E,plant,many,abundance,Azorella selago,low,10-446,0.639816233,,
14,662,"Le Roux and McGeoch, 2010","46ᵒ54'S, 37ᵒ45'E",-46.867°S 37.839°E,plant,many,abundance,Azorella selago,low,102,0.639816233,,
14,663,"Le Roux and McGeoch, 2010","46ᵒ54'S, 37ᵒ45'E",-46.895°S 37.785°E,plant,many,abundance,Azorella selago,mid,97,0.786723164,,
14,664,"Le Roux and McGeoch, 2010","46ᵒ54'S, 37ᵒ45'E",-46.902°S 37.791°E,plant,many,abundance,Azorella selago,high,89,0.542271563,,
15,665,"Schoeb et al., 2012","37ᵒ05'N,03ᵒ23'W",,plant,many,diversity,Arenaria tetraquetra,low,2720,0.033816425,,
15,666,"Schoeb et al., 2012","37ᵒ05'N,03ᵒ23'W",,plant,many,abundance,Arenaria tetraquetra,low,2720,0.069044006,,
15,667,"Schoeb et al., 2012","37ᵒ05'N,03ᵒ23'W",,plant,many,diversity,Arenaria tetraquetra,low,2720,0.215017065,,
15,668,"Schoeb et al., 2012","37ᵒ05'N,03ᵒ23'W",,plant,many,abundance,Arenaria tetraquetra,low,2720,0.020206556,,
15,669,"Schoeb et al., 2012","37ᵒ05'N,03ᵒ23'W",,plant,many,diversity,Arenaria tetraquetra,high,3240,0.389305347,,
15,670,"Schoeb et al., 2012","37ᵒ05'N,03ᵒ23'W",,plant,many,abundance,Arenaria tetraquetra,high,3240,0.580777096,,
15,671,"Schoeb et al., 2012","37ᵒ05'N,03ᵒ23'W",,plant,many,diversity,Arenaria tetraquetra,high,3240,0.230414747,,
15,672,"Schoeb et al., 2012","37ᵒ05'N,03ᵒ23'W",,plant,many,abundance,Arenaria tetraquetra,high,3240,0.440140845,,
16,673,"Molina-Montenegro et al., 2006","33ᵒ20'S,70ᵒ16'W","33ᵒ20'S,70ᵒ16'W",arthropod,Eriopis connexa,abundance,Azorella monantha,mid,3200,0.727223131,,
16,674,"Molina-Montenegro et al., 2006","33ᵒ20'S,70ᵒ16'W","33ᵒ20'S,70ᵒ16'W",arthropod,Eriopis connexa,abundance,Laretia acaulis,mid,3200,0.68414403,,
16,675,"Molina-Montenegro et al., 2006","33ᵒ20'S,70ᵒ16'W","33ᵒ20'S,70ᵒ16'W",arthropod,Hippodamia variegata,abundance,Azorella monantha,mid,3200,1,,
16,676,"Molina-Montenegro et al., 2006","33ᵒ20'S,70ᵒ16'W","33ᵒ20'S,70ᵒ16'W",arthropod,Hippodamia variegata,abundance,Laretia acaulis,mid,3200,1,,
